id,location,sub_locality,property_type,estimated_price_per_sqft,demand_level,roi_category,infrastructure_score,zone_type,growth_potential,best_for,remarks
LKO-PROP-10862,Kukrail,Kukrail - Sector B,Retail Shop,3357,Medium,High,7.0,Growth,Medium,Residential Expansion,
LKO-PROP-10863,Gomti Nagar Phase 4,Gomti Nagar Phase 4 - Phase 1,2BHK Apartment,3300,High,High,9.0,Premium Growth,Medium,Investment,
LKO-PROP-10864,Kanpur Road,Kanpur Road - Sector I,3BHK Apartment,2619,Medium,Medium,7.0,Developing,Medium,Transport Business,Good connectivity near airport
LKO-PROP-10865,Gaurabagh,Gaurabagh - Sector E,3BHK Apartment,3307,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-10866,Omaxe Extension Area,Omaxe Extension Area - Sector J,Residential Plot,3624,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-10867,Rajajipuram,Rajajipuram - Sector I,Retail Shop,3523,High,Medium,6.0,Residential,Medium,Local Shops|Housing,
LKO-PROP-10868,Sarojini Nagar Phase 2,Sarojini Nagar Phase 2 - Phase 4,1BHK Apartment,3469,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-10869,Rakabganj,Rakabganj - Phase 4,Warehouse space,3478,High,Medium,7.0,Commercial,Medium,Retail,
LKO-PROP-10870,MG Road Area,MG Road Area - Phase 5,Retail Shop,3075,Very High,Medium,10.0,Commercial Core,Medium,Retail,
LKO-PROP-10871,Gomti Riverfront Area,Gomti Riverfront Area - Sector B,Warehouse space,3121,High,High,10.0,Premium,Medium,Tourism|Luxury Business,
LKO-PROP-10872,Gomti Nagar Phase 2,Gomti Nagar Phase 2 - Sector J,1BHK Apartment,2677,High,Medium,9.0,Premium,Medium,Residential,
LKO-PROP-10873,Nishatganj,Nishatganj - Sector E,Commercial Plot,3248,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-10874,Gomti Nagar Phase 2,Gomti Nagar Phase 2 - Extension,3BHK Apartment,3203,High,Medium,9.0,Premium,Medium,Residential,
LKO-PROP-10875,Sitapur Road,Sitapur Road - Phase 5,3BHK Apartment,1281,High,Medium,5.0,Budget,Medium,Kirana|Low-cost Shops,Budget plots widely available
LKO-PROP-10876,Kaiserbagh,Kaiserbagh - Phase 1,Commercial Plot,3372,High,Medium,8.0,Commercial Core,Medium,Legal|Offices,
LKO-PROP-10877,Aliganj,Aliganj - Sector H,3BHK Apartment,3439,High,Medium,7.0,Developed,Medium,Coaching|Retail,
LKO-PROP-10878,Saadatganj,Saadatganj - Sector C,Independent House,2437,Medium,Medium,6.0,Old City,Medium,Residential Shops,
LKO-PROP-10879,Kursi Road,Kursi Road - Sector G,2BHK Apartment,2083,High,High,6.0,Budget Growth,Medium-High,Small Business,Affordable mid-range zone
LKO-PROP-10880,Sarojini Nagar Phase 2,Sarojini Nagar Phase 2 - Sector H,Residential Plot,3852,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-10881,Sitapur Bypass,Sitapur Bypass - Sector D,Warehouse space,3434,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-10882,Uattardhona,Uattardhona - Inner Circle,1BHK Apartment,3308,Medium,High,7.0,Growth,Medium,Residential Projects,
LKO-PROP-10883,Jankipuram Extension Phase 2,Jankipuram Extension Phase 2 - Inner Circle,Retail Shop,2420,Medium,High,6.0,Growth,Medium,Residential Growth,
LKO-PROP-10884,Kukrail Extension,Kukrail Extension - Extension,1BHK Apartment,3789,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10885,Gosainganj,Gosainganj - Phase 1,2BHK Apartment,2932,Low,High,5.0,Outer Growth,Medium,Industrial|Farming,
LKO-PROP-10886,Amity University Road,Amity University Road - Sector D,1BHK Apartment,3135,Medium,High,7.0,Growth,Medium,Student Business,
LKO-PROP-10887,Malhaur,Malhaur - Sector D,1BHK Apartment,3539,Medium,High,7.0,Growth,High,Residential|Retail,Near Gomti Nagar extension
LKO-PROP-10888,Uattardhona,Uattardhona - Sector H,2BHK Apartment,3403,Medium,High,7.0,Growth,Medium,Residential Projects,
LKO-PROP-10889,Gomti Nagar Extension,Gomti Nagar Extension - Sector I,3BHK Apartment,2454,High,High,8.0,Growth,Medium,Investment|Startups,
LKO-PROP-10890,Dubagga,Dubagga - Sector H,Warehouse space,2429,Medium,Medium,5.0,Developing,Medium,Small Business,
LKO-PROP-10891,Omaxe Residency,Omaxe Residency - Phase 2,2BHK Apartment,3392,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10892,Dubagga,Dubagga - Main Road,Warehouse space,3012,Medium,Medium,5.0,Developing,Medium,Small Business,
LKO-PROP-10893,Vikas Nagar Extension,Vikas Nagar Extension - Phase 3,Commercial Plot,3131,Medium,Medium,7.0,Developed,Medium,Residential,
LKO-PROP-10894,Indraprastha,Indraprastha - Extension,Residential Plot,3175,Medium,Medium,6.0,Residential,Medium,Local Shops,
LKO-PROP-10895,Ansal API,Ansal API - Sector J,2BHK Apartment,3110,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10896,Lucknow Airport Zone,Lucknow Airport Zone - Phase 1,Warehouse space,2429,High,High,9.0,Airport Zone,Medium,Hotels|Logistics,
LKO-PROP-10897,Patrakarpuram Extension,Patrakarpuram Extension - Sector E,Warehouse space,3565,High,Medium,9.0,Commercial,Medium,Retail,
LKO-PROP-10898,Kathauta Lake Area,Kathauta Lake Area - Phase 1,1BHK Apartment,2540,High,Medium,9.0,Premium,Medium,Cafes|Restaurants,
LKO-PROP-10899,Vineet Khand,Vineet Khand - Phase 5,1BHK Apartment,2840,High,High,9.0,Premium,Medium,Luxury Residential,
LKO-PROP-10900,Rana Pratap Marg,Rana Pratap Marg - Phase 1,2BHK Apartment,2555,High,Medium,10.0,Commercial,Medium,Offices,
LKO-PROP-10901,Manak Nagar,Manak Nagar - Phase 1,Independent House,2997,Medium,Medium,7.0,Industrial,Medium,Workshops,
LKO-PROP-10902,Uattardhona Extension,Uattardhona Extension - Sector G,Independent House,3810,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-10903,Sarojini Nagar Phase 2,Sarojini Nagar Phase 2 - Main Road,Retail Shop,3724,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-10904,Chowk,Chowk - Inner Circle,Independent House,3507,High,Medium,7.0,Old Commercial,Medium,Traditional Business,
LKO-PROP-10905,Omaxe Extension Area,Omaxe Extension Area - Phase 2,Retail Shop,3638,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-10906,Chowk,Chowk - Sector D,Independent House,3589,High,Medium,7.0,Old Commercial,Medium,Traditional Business,
LKO-PROP-10907,Viraj Khand,Viraj Khand - Sector J,Independent House,3009,High,High,9.0,Premium,Medium,High-end Living,
LKO-PROP-10908,Transport Nagar Extension,Transport Nagar Extension - Extension,2BHK Apartment,3230,Medium,Medium,8.0,Industrial,Medium,Logistics,
LKO-PROP-10909,Engineering College Road,Engineering College Road - Phase 1,Warehouse space,2685,High,High,7.0,Growth,Medium,Student Business,
LKO-PROP-10910,Omaxe Residency,Omaxe Residency - Phase 3,Commercial Plot,2421,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10911,Vrindavan Yojna,Vrindavan Yojna - Sector F,3BHK Apartment,2931,Medium,Medium,8.0,Planned,Medium,Residential|Offices,
LKO-PROP-10912,South City Phase 2,South City Phase 2 - Sector J,Commercial Plot,3365,Medium,Medium,7.0,Planned,Medium,Residential,
LKO-PROP-10913,Sarojini Nagar Phase 2,Sarojini Nagar Phase 2 - Extension,Residential Plot,2595,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-10914,Vikas Nagar,Vikas Nagar - Extension,Warehouse space,5528,Medium,Low,7.0,Premium,Low,Residential,Premium limited supply
LKO-PROP-10915,Kalyanpur Extension,Kalyanpur Extension - Main Road,2BHK Apartment,2672,High,High,6.0,Growth,Medium,Local Shops,
LKO-PROP-10916,DLF Garden City Area,DLF Garden City Area - Sector B,Residential Plot,3843,Medium,High,8.0,Planned,Medium,Residential|Investment,
LKO-PROP-10917,Rajendra Nagar,Rajendra Nagar - Inner Circle,1BHK Apartment,3687,High,Medium,7.0,Residential,Medium,Local Shops,
LKO-PROP-10918,Anora Extension,Anora Extension - Extension,3BHK Apartment,3264,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-10919,Indira Nagar,Indira Nagar - Sector C,Retail Shop,3288,High,Medium,8.0,Premium,Low-Medium,Shops|Clinics,Established residential zone
LKO-PROP-10920,Kathauta Extension,Kathauta Extension - Inner Circle,Independent House,2679,High,Medium,9.0,Premium,Medium,Cafes,
LKO-PROP-10921,Patrakarpuram,Patrakarpuram - Phase 1,Warehouse space,2498,High,Medium,9.0,Commercial,Medium,Retail|Food,
LKO-PROP-10922,Uattardhona,Uattardhona - Main Road,Commercial Plot,2891,Medium,High,7.0,Growth,Medium,Residential Projects,
LKO-PROP-10923,Rana Pratap Marg,Rana Pratap Marg - Extension,Retail Shop,3804,High,Medium,10.0,Commercial,Medium,Offices,
LKO-PROP-10924,Indiranagar Sector 20,Indiranagar Sector 20 - Sector C,Commercial Plot,2743,High,Medium,8.0,Premium,Medium,Residential Business,
LKO-PROP-10925,Nawabganj,Nawabganj - Sector D,Residential Plot,3244,Medium,Medium,6.0,Residential,Medium,Local Shops,
LKO-PROP-10926,Faizabad Road,Faizabad Road - Sector B,1BHK Apartment,1948,High,High,8.0,Growth,High,Mixed Business,Growth corridor affordable plots
LKO-PROP-10927,Vibhuti Khand,Vibhuti Khand - Sector D,1BHK Apartment,2403,High,High,10.0,Premium Commercial,Medium,Corporate Offices,
LKO-PROP-10928,Ansal API,Ansal API - Phase 1,3BHK Apartment,2635,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10929,Mohanlalganj,Mohanlalganj - Phase 3,Retail Shop,1731,Low,High,5.0,Outer Growth,High,Long-term Investment,Outer area large plots
LKO-PROP-10930,Munshi Pulia,Munshi Pulia - Phase 2,Warehouse space,3676,High,Medium,7.0,Developed,Medium,Local Shops,
LKO-PROP-10931,Yahiyaganj,Yahiyaganj - Sector J,Residential Plot,3766,High,Medium,7.0,Commercial,Medium,Wholesale Trade,
LKO-PROP-10932,Gomti Nagar Extension,Gomti Nagar Extension - Main Road,3BHK Apartment,2734,High,High,8.0,Growth,Medium,Investment|Startups,
LKO-PROP-10933,Rakabganj,Rakabganj - Sector D,Residential Plot,3620,High,Medium,7.0,Commercial,Medium,Retail,
LKO-PROP-10934,Lucknow Airport Zone,Lucknow Airport Zone - Phase 5,Warehouse space,3420,High,High,9.0,Airport Zone,Medium,Hotels|Logistics,
LKO-PROP-10935,Kalyanpur,Kalyanpur - Sector B,Residential Plot,3419,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-10936,Ring Road Area,Ring Road Area - Sector A,Retail Shop,3204,Medium,High,8.0,Growth,Medium,Investment,
LKO-PROP-10937,Riverfront Extension,Riverfront Extension - Inner Circle,Retail Shop,2616,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10938,Aminabad,Aminabad - Phase 2,3BHK Apartment,3705,Very High,Medium,8.0,Commercial Core,Medium,Clothing|Retail,
LKO-PROP-10939,Tiwariganj Extension,Tiwariganj Extension - Sector E,3BHK Apartment,2558,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-10940,Nawabganj,Nawabganj - Phase 1,Independent House,3238,Medium,Medium,6.0,Residential,Medium,Local Shops,
LKO-PROP-10941,Aminabad,Aminabad - Sector F,Independent House,3449,Very High,Medium,8.0,Commercial Core,Medium,Clothing|Retail,
LKO-PROP-10942,Kanpur Road,Kanpur Road - Main Road,Commercial Plot,2280,Medium,Medium,7.0,Developing,Medium,Transport Business,Good connectivity near airport
LKO-PROP-10943,Indiranagar Sector 20,Indiranagar Sector 20 - Phase 2,Warehouse space,3409,High,Medium,8.0,Premium,Medium,Residential Business,
LKO-PROP-10944,Thakurganj,Thakurganj - Extension,Commercial Plot,3450,Medium,Medium,6.0,Old City,Medium,Local Shops,
LKO-PROP-10945,Matiyari Extension,Matiyari Extension - Sector J,1BHK Apartment,2666,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-10946,Lohia Path Area,Lohia Path Area - Phase 1,Residential Plot,2757,Medium,Medium,8.0,Developed,Medium,Residential,
LKO-PROP-10947,Khadra,Khadra - Phase 4,Independent House,3436,High,Medium,6.0,Residential,Medium,Local Shops,
LKO-PROP-10948,MG Road,MG Road - Main Road,Warehouse space,2472,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10949,Gomti Nagar Phase 3,Gomti Nagar Phase 3 - Extension,3BHK Apartment,2744,High,Medium,9.0,Premium,Medium,Offices,
LKO-PROP-10950,Alambagh,Alambagh - Phase 4,Warehouse space,2750,High,Medium,8.0,Developed,Low-Medium,Retail|Transport,
LKO-PROP-10951,South City Extension,South City Extension - Sector H,1BHK Apartment,3189,Medium,Medium,7.0,Planned,Medium,Housing,
LKO-PROP-10952,Alamnagar Extension,Alamnagar Extension - Phase 5,Retail Shop,3387,Medium,Medium,6.0,Developing,Medium,Affordable Housing,
LKO-PROP-10953,Ring Road Area,Ring Road Area - Phase 5,Independent House,3628,Medium,High,8.0,Growth,Medium,Investment,
LKO-PROP-10954,Raebareli Road,Raebareli Road - Sector I,2BHK Apartment,1734,Medium,Medium,6.0,Developing,Medium,Warehousing,Developing outskirts
LKO-PROP-10955,Faizabad Road,Faizabad Road - Sector D,Independent House,2255,High,High,8.0,Growth,High,Mixed Business,Growth corridor affordable plots
LKO-PROP-10956,Munshi Pulia,Munshi Pulia - Sector I,Warehouse space,2580,High,Medium,7.0,Developed,Medium,Local Shops,
LKO-PROP-10957,Vrindavan Yojna,Vrindavan Yojna - Phase 5,Commercial Plot,3358,Medium,Medium,8.0,Planned,Medium,Residential|Offices,
LKO-PROP-10958,Omaxe Residency Area,Omaxe Residency Area - Phase 5,Commercial Plot,3369,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-10959,Manak Nagar,Manak Nagar - Phase 3,3BHK Apartment,3234,Medium,Medium,7.0,Industrial,Medium,Workshops,
LKO-PROP-10960,Eldeco Extension Area,Eldeco Extension Area - Sector F,2BHK Apartment,3568,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-10961,Tedhi Pulia,Tedhi Pulia - Sector I,3BHK Apartment,3027,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10962,Ashiyana,Ashiyana - Sector E,1BHK Apartment,3877,Medium,Medium,7.0,Residential,Medium,Residential Business,
LKO-PROP-10963,Bakshi Ka Talab,Bakshi Ka Talab - Phase 4,Residential Plot,3518,Medium,High,6.0,Growth,Medium,Warehousing,
LKO-PROP-10964,Kanpur Road,Kanpur Road - Sector G,Retail Shop,2789,Medium,Medium,7.0,Developing,Medium,Transport Business,Good connectivity near airport
LKO-PROP-10965,Safedabad Extension,Safedabad Extension - Sector I,Residential Plot,3025,Medium,High,7.0,Growth,Medium,Expansion,
LKO-PROP-10966,Mahanagar,Mahanagar - Main Road,2BHK Apartment,3405,Medium,Medium,9.0,Premium,Medium,Luxury Retail,
LKO-PROP-10967,Anora Extension,Anora Extension - Inner Circle,2BHK Apartment,3269,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-10968,MG Road Area,MG Road Area - Phase 3,Independent House,3134,Very High,Medium,10.0,Commercial Core,Medium,Retail,
LKO-PROP-10969,Naka Hindola,Naka Hindola - Sector J,Warehouse space,3556,High,Medium,7.0,Transport Hub,Medium,Hotels|Retail,
LKO-PROP-10970,Kalyanpur Extension,Kalyanpur Extension - Sector C,3BHK Apartment,3825,High,High,6.0,Growth,Medium,Local Shops,
LKO-PROP-10971,DLF Extension Area,DLF Extension Area - Phase 5,Retail Shop,2900,Medium,High,8.0,Planned,Medium,Residential,
LKO-PROP-10972,Alamnagar Extension,Alamnagar Extension - Extension,1BHK Apartment,2746,Medium,Medium,6.0,Developing,Medium,Affordable Housing,
LKO-PROP-10973,Bijnor Extension,Bijnor Extension - Extension,Commercial Plot,3814,Medium,High,7.0,Industrial Growth,Medium,Logistics,
LKO-PROP-10974,Daliganj Extension,Daliganj Extension - Sector C,Commercial Plot,3305,High,Medium,7.0,Central,Medium,Retail|Offices,
LKO-PROP-10975,Eldeco Extension Area,Eldeco Extension Area - Phase 4,Residential Plot,2633,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-10976,Deva Road,Deva Road - Phase 3,Residential Plot,2877,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-10977,Gomti Nagar Phase 3,Gomti Nagar Phase 3 - Phase 1,Retail Shop,3323,High,Medium,9.0,Premium,Medium,Offices,
LKO-PROP-10978,Nishatganj,Nishatganj - Sector B,Retail Shop,2721,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-10979,Kalyanpur Extension,Kalyanpur Extension - Extension,2BHK Apartment,3207,High,High,6.0,Growth,Medium,Local Shops,
LKO-PROP-10980,Krishna Nagar,Krishna Nagar - Extension,2BHK Apartment,2925,Medium,Medium,7.0,Residential,Medium,Local Retail,
LKO-PROP-10981,Mahanagar,Mahanagar - Sector C,Independent House,3069,Medium,Medium,9.0,Premium,Medium,Luxury Retail,
LKO-PROP-10982,Kalyanpur,Kalyanpur - Sector C,Warehouse space,3048,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-10983,Sarojini Nagar Phase 2,Sarojini Nagar Phase 2 - Sector E,Independent House,2635,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-10984,Kukrail Picnic Spot Area,Kukrail Picnic Spot Area - Main Road,Independent House,3258,Medium,High,7.0,Growth,Medium,Tourism Business,
LKO-PROP-10985,South City Phase 3,South City Phase 3 - Phase 2,Warehouse space,2479,Medium,Medium,7.0,Planned,Medium,Housing,
LKO-PROP-10986,Rana Pratap Marg,Rana Pratap Marg - Sector J,Residential Plot,2478,High,Medium,10.0,Commercial,Medium,Offices,
LKO-PROP-10987,Kathauta Extension,Kathauta Extension - Sector H,Residential Plot,2731,High,Medium,9.0,Premium,Medium,Cafes,
LKO-PROP-10988,Vibhuti Khand,Vibhuti Khand - Sector F,Residential Plot,2452,High,High,10.0,Premium Commercial,Medium,Corporate Offices,
LKO-PROP-10989,Rakabganj,Rakabganj - Phase 1,Residential Plot,3848,High,Medium,7.0,Commercial,Medium,Retail,
LKO-PROP-10990,Dilkusha,Dilkusha - Sector E,2BHK Apartment,3850,Medium,Low,9.0,Premium,Medium,Residential,
LKO-PROP-10991,DLF Garden City,DLF Garden City - Sector D,Commercial Plot,3484,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10992,Sarojini Nagar,Sarojini Nagar - Phase 5,Warehouse space,3289,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-10993,Indraprastha,Indraprastha - Sector H,Commercial Plot,3203,Medium,Medium,6.0,Residential,Medium,Local Shops,
LKO-PROP-10994,Omaxe Residency,Omaxe Residency - Sector G,Warehouse space,3270,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10995,Amausi Extension,Amausi Extension - Sector D,Retail Shop,3120,Medium,High,7.0,Growth,Medium,Industrial,
LKO-PROP-10996,Sarojini Nagar,Sarojini Nagar - Sector A,Warehouse space,3322,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-10997,Tedhi Pulia Area,Tedhi Pulia Area - Sector D,1BHK Apartment,3243,High,Medium,7.0,Developed,Medium,Shops|Retail,
LKO-PROP-10998,Bakshi Ka Talab,Bakshi Ka Talab - Sector J,Retail Shop,2777,Medium,High,6.0,Growth,Medium,Warehousing,
LKO-PROP-10999,Anora Extension,Anora Extension - Phase 2,Commercial Plot,3600,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-11000,La Martiniere Area,La Martiniere Area - Phase 1,Warehouse space,3089,High,Medium,9.0,Premium,Medium,Schools|Institutions,
LKO-PROP-11001,Outer Ring Road,Outer Ring Road - Phase 4,Retail Shop,3308,Low,High,7.0,Outer Growth,Medium,Warehousing,
LKO-PROP-11002,Sultanpur Bypass,Sultanpur Bypass - Sector H,3BHK Apartment,2444,Medium,High,8.0,Growth,Medium,Expansion,
LKO-PROP-11003,Amausi Extension,Amausi Extension - Sector B,1BHK Apartment,2599,Medium,High,7.0,Growth,Medium,Industrial,
LKO-PROP-11004,Krishna Nagar,Krishna Nagar - Sector H,2BHK Apartment,3071,Medium,Medium,7.0,Residential,Medium,Local Retail,
LKO-PROP-11005,MG Road,MG Road - Phase 1,2BHK Apartment,2808,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-11006,Chinhat Extension Phase 2,Chinhat Extension Phase 2 - Extension,Independent House,3839,High,High,7.0,Growth,Medium,Shops,
LKO-PROP-11007,Vikas Nagar Extension,Vikas Nagar Extension - Phase 1,Independent House,2501,Medium,Medium,7.0,Developed,Medium,Residential,
LKO-PROP-11008,Faizabad Road,Faizabad Road - Sector E,2BHK Apartment,2467,High,High,8.0,Growth,High,Mixed Business,Growth corridor affordable plots
LKO-PROP-11009,Anora Kala,Anora Kala - Main Road,3BHK Apartment,3863,Medium,High,7.0,Growth,Medium,Residential Growth,
LKO-PROP-11010,Amausi Industrial Area,Amausi Industrial Area - Sector F,Retail Shop,3627,Medium,High,8.0,Industrial Growth,Medium,Logistics|Warehouse,
LKO-PROP-11011,South City,South City - Sector D,3BHK Apartment,2747,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-11012,Dilkusha Garden Area,Dilkusha Garden Area - Sector C,2BHK Apartment,3124,Medium,Low,9.0,Premium,Medium,Housing,
LKO-PROP-11013,Janeshwar Park Extension,Janeshwar Park Extension - Phase 2,1BHK Apartment,2608,High,High,9.0,Premium,Medium,Commercial,
LKO-PROP-11014,Gomti Nagar Phase 4,Gomti Nagar Phase 4 - Phase 1,2BHK Apartment,3380,High,High,9.0,Premium Growth,Medium,Investment,
LKO-PROP-11015,Kursi Road,Kursi Road - Sector J,3BHK Apartment,2285,High,High,6.0,Budget Growth,Medium-High,Small Business,Affordable mid-range zone
LKO-PROP-11016,Ansal Sushant Area,Ansal Sushant Area - Sector G,Independent House,3043,Medium,High,8.0,Planned Growth,Medium,Residential|Retail,
LKO-PROP-11017,Raebareli Road,Raebareli Road - Sector D,Independent House,1960,Medium,Medium,6.0,Developing,Medium,Warehousing,Developing outskirts
LKO-PROP-11018,Aliganj,Aliganj - Phase 2,Warehouse space,3017,High,Medium,7.0,Developed,Medium,Coaching|Retail,
